t, w1, w2, w3, w4, w5
10.0000,0.0000,0.0000,-0.0000,0.0200,0.0200
10.0100,0.0000,0.0000,-0.0000,0.0181,0.0181
10.0200,0.0000,0.0000,-0.0000,0.0163,0.0163
10.0300,0.0000,0.0000,-0.0000,0.0144,0.0144
10.0400,0.0000,0.0000,-0.0000,0.0125,0.0125
10.0500,0.0000,0.0000,-0.0000,0.0107,0.0107
10.0600,0.0000,0.0000,-0.0000,0.0089,0.0089
10.0700,0.0000,0.0000,-0.0000,0.0071,0.0071
10.0800,0.0000,0.0000,-0.0000,0.0053,0.0053
10.0900,0.0000,0.0000,-0.0000,0.0035,0.0035
10.1000,0.0000,0.0000,-0.0000,0.0017,0.0017
10.1100,0.0000,0.0000,-0.0000,-0.0000,-0.0000
10.1200,0.0000,0.0000,-0.0000,-0.0018,-0.0018
10.1300,0.0000,0.0000,-0.0000,-0.0035,-0.0035
10.1400,0.0000,0.0000,-0.0000,-0.0052,-0.0052
10.1500,0.0000,0.0000,-0.0000,-0.0069,-0.0069
10.1600,0.0000,0.0000,-0.0000,-0.0086,-0.0086
10.1700,0.0000,0.0000,-0.0000,-0.0103,-0.0103
10.1800,0.0000,0.0000,-0.0000,-0.0120,-0.0120
10.1900,0.0000,0.0000,-0.0000,-0.0136,-0.0136
10.2000,0.0000,0.0000,-0.0000,-0.0152,-0.0152
10.2100,0.0000,0.0000,-0.0000,-0.0168,-0.0168
10.2200,0.0000,0.0000,-0.0000,-0.0184,-0.0184
10.2300,0.0000,0.0000,-0.0000,-0.0200,-0.0200
10.2400,0.0000,0.0000,-0.0000,-0.0215,-0.0215
10.2500,0.0000,0.0000,-0.0000,-0.0230,-0.0230
10.2600,0.0000,0.0000,-0.0000,-0.0246,-0.0246
10.2700,0.0000,0.0000,-0.0000,-0.0260,-0.0260
10.2800,0.0000,0.0000,-0.0000,-0.0275,-0.0275
10.2900,0.0000,0.0000,-0.0000,-0.0290,-0.0290
10.3000,-0.0000,-0.0000,-0.0000,-0.0304,-0.0304
10.3100,-0.0000,-0.0000,-0.0000,-0.0318,-0.0318
10.3200,-0.0000,-0.0000,-0.0000,-0.0332,-0.0332
10.3300,-0.0000,-0.0000,-0.0000,-0.0346,-0.0346
10.3400,-0.0000,-0.0000,-0.0000,-0.0359,-0.0359
10.3500,-0.0000,-0.0000,-0.0000,-0.0373,-0.0373
10.3600,-0.0000,-0.0000,-0.0000,-0.0386,-0.0386
10.3700,-0.0000,-0.0000,-0.0000,-0.0399,-0.0399
10.3800,-0.0000,-0.0000,-0.0000,-0.0411,-0.0411
10.3900,-0.0000,-0.0000,-0.0000,-0.0424,-0.0424
10.4000,-0.0000,-0.0000,-0.0000,-0.0436,-0.0436
10.4100,-0.0000,-0.0000,-0.0000,-0.0448,-0.0448
10.4200,-0.0000,-0.0000,-0.0000,-0.0460,-0.0460
10.4300,-0.0000,-0.0000,-0.0000,-0.0471,-0.0471
10.4400,-0.0000,-0.0000,-0.0000,-0.0483,-0.0483
10.4500,-0.0000,-0.0000,-0.0000,-0.0494,-0.0494
10.4600,-0.0000,-0.0000,-0.0000,-0.0504,-0.0504
10.4700,-0.0000,-0.0000,-0.0000,-0.0515,-0.0515
10.4800,-0.0000,-0.0000,-0.0000,-0.0525,-0.0525
10.4900,-0.0000,-0.0000,-0.0000,-0.0535,-0.0535
10.5000,-0.0000,-0.0000,-0.0000,-0.0545,-0.0545
10.5100,-0.0000,-0.0000,-0.0000,-0.0555,-0.0555
10.5200,-0.0000,-0.0000,-0.0000,-0.0564,-0.0564
10.5300,-0.0000,-0.0000,-0.0000,-0.0573,-0.0573
10.5400,-0.0000,-0.0000,-0.0000,-0.0582,-0.0582
10.5500,-0.0000,-0.0000,-0.0000,-0.0591,-0.0591
10.5600,-0.0000,-0.0000,-0.0000,-0.0599,-0.0599
10.5700,-0.0000,-0.0000,-0.0000,-0.0608,-0.0608
10.5800,-0.0000,-0.0000,-0.0000,-0.0615,-0.0615
10.5900,-0.0000,-0.0000,-0.0000,-0.0623,-0.0623
10.6000,-0.0000,-0.0000,-0.0000,-0.0630,-0.0630
10.6100,-0.0000,-0.0000,-0.0000,-0.0638,-0.0638
10.6200,-0.0000,-0.0000,-0.0000,-0.0644,-0.0644
10.6300,-0.0000,-0.0000,-0.0000,-0.0651,-0.0651
10.6400,-0.0000,-0.0000,-0.0000,-0.0657,-0.0657
10.6500,-0.0000,-0.0000,-0.0000,-0.0664,-0.0664
10.6600,-0.0000,-0.0000,-0.0000,-0.0669,-0.0669
10.6700,-0.0000,-0.0000,-0.0000,-0.0675,-0.0675
10.6800,-0.0000,-0.0000,-0.0000,-0.0680,-0.0680
10.6900,-0.0000,-0.0000,-0.0000,-0.0685,-0.0685
10.7000,-0.0000,-0.0000,-0.0000,-0.0690,-0.0690
10.7100,-0.0000,-0.0000,-0.0000,-0.0695,-0.0695
10.7200,-0.0000,-0.0000,-0.0000,-0.0699,-0.0699
10.7300,-0.0000,-0.0000,-0.0000,-0.0703,-0.0703
10.7400,-0.0000,-0.0000,-0.0000,-0.0707,-0.0707
10.7500,-0.0000,-0.0000,-0.0000,-0.0711,-0.0711
10.7600,-0.0000,-0.0000,-0.0000,-0.0714,-0.0714
10.7700,-0.0000,-0.0000,-0.0000,-0.0717,-0.0717
10.7800,-0.0000,-0.0000,-0.0000,-0.0720,-0.0720
10.7900,-0.0000,-0.0000,-0.0000,-0.0722,-0.0722
10.8000,-0.0000,-0.0000,-0.0000,-0.0724,-0.0724
10.8100,-0.0000,-0.0000,-0.0000,-0.0726,-0.0726
10.8200,-0.0000,-0.0000,0.0000,-0.0728,-0.0728
10.8300,-0.0000,-0.0000,0.0000,-0.0730,-0.0730
10.8400,-0.0000,-0.0000,0.0000,-0.0731,-0.0731
10.8500,-0.0000,-0.0000,0.0000,-0.0732,-0.0732
10.8600,-0.0000,-0.0000,0.0000,-0.0733,-0.0733
10.8700,-0.0000,-0.0000,0.0000,-0.0733,-0.0733
10.8800,-0.0000,-0.0000,0.0000,-0.0733,-0.0733
10.8900,-0.0000,-0.0000,0.0000,-0.0733,-0.0733
10.9000,-0.0000,-0.0000,0.0000,-0.0733,-0.0733
10.9100,-0.0000,-0.0000,0.0000,-0.0732,-0.0732
10.9200,-0.0000,-0.0000,0.0000,-0.0732,-0.0732
10.9300,-0.0000,-0.0000,0.0000,-0.0731,-0.0731
10.9400,-0.0000,-0.0000,0.0000,-0.0730,-0.0730
10.9500,-0.0000,-0.0000,0.0000,-0.0728,-0.0728
10.9600,-0.0000,-0.0000,0.0000,-0.0726,-0.0726
10.9700,-0.0000,-0.0000,0.0000,-0.0724,-0.0724
10.9800,-0.0000,-0.0000,0.0000,-0.0722,-0.0722
10.9900,-0.0000,-0.0000,0.0000,-0.0720,-0.0720
11.0000,-0.0000,-0.0000,0.0000,-0.0717,-0.0717
11.0100,-0.0000,-0.0000,0.0000,-0.0714,-0.0714
11.0200,-0.0000,-0.0000,0.0000,-0.0711,-0.0711
11.0300,-0.0000,-0.0000,0.0000,-0.0708,-0.0708
11.0400,-0.0000,-0.0000,0.0000,-0.0704,-0.0704
11.0500,-0.0000,-0.0000,0.0000,-0.0701,-0.0701
11.0600,-0.0000,-0.0000,0.0000,-0.0697,-0.0697
11.0700,-0.0000,-0.0000,0.0000,-0.0692,-0.0692
11.0800,-0.0000,-0.0000,0.0000,-0.0688,-0.0688
11.0900,-0.0000,-0.0000,0.0000,-0.0683,-0.0683
11.1000,-0.0000,-0.0000,0.0000,-0.0678,-0.0678
11.1100,-0.0000,-0.0000,0.0000,-0.0673,-0.0673
11.1200,-0.0000,-0.0000,0.0000,-0.0668,-0.0668
11.1300,-0.0000,-0.0000,0.0000,-0.0663,-0.0663
11.1400,-0.0000,-0.0000,0.0000,-0.0657,-0.0657
11.1500,-0.0000,-0.0000,0.0000,-0.0651,-0.0651
11.1600,-0.0000,-0.0000,0.0000,-0.0645,-0.0645
11.1700,-0.0000,-0.0000,0.0000,-0.0639,-0.0639
11.1800,-0.0000,-0.0000,0.0000,-0.0632,-0.0632
11.1900,-0.0000,-0.0000,0.0000,-0.0626,-0.0626
11.2000,-0.0000,-0.0000,0.0000,-0.0619,-0.0619
11.2100,-0.0000,-0.0000,0.0000,-0.0612,-0.0612
11.2200,-0.0000,-0.0000,0.0000,-0.0605,-0.0605
11.2300,-0.0000,-0.0000,0.0000,-0.0598,-0.0598
11.2400,-0.0000,-0.0000,0.0000,-0.0590,-0.0590
11.2500,-0.0000,-0.0000,0.0000,-0.0582,-0.0582
11.2600,-0.0000,-0.0000,0.0000,-0.0575,-0.0575
11.2700,-0.0000,-0.0000,0.0000,-0.0567,-0.0567
11.2800,-0.0000,-0.0000,0.0000,-0.0558,-0.0558
11.2900,-0.0000,-0.0000,0.0000,-0.0550,-0.0550
11.3000,0.0000,0.0000,0.0000,-0.0542,-0.0542
11.3100,0.0000,0.0000,0.0000,-0.0533,-0.0533
11.3200,0.0000,0.0000,0.0000,-0.0524,-0.0524
11.3300,0.0000,0.0000,0.0000,-0.0515,-0.0515
11.3400,0.0000,0.0000,0.0000,-0.0506,-0.0506
11.3500,0.0000,0.0000,0.0000,-0.0497,-0.0497
11.3600,0.0000,0.0000,0.0000,-0.0488,-0.0488
11.3700,0.0000,0.0000,0.0000,-0.0479,-0.0479
11.3800,0.0000,0.0000,0.0000,-0.0469,-0.0469
11.3900,0.0000,0.0000,0.0000,-0.0459,-0.0459
11.4000,0.0000,0.0000,0.0000,-0.0450,-0.0450
11.4100,0.0000,0.0000,0.0000,-0.0440,-0.0440
11.4200,0.0000,0.0000,0.0000,-0.0430,-0.0430
11.4300,0.0000,0.0000,0.0000,-0.0420,-0.0420
11.4400,0.0000,0.0000,0.0000,-0.0409,-0.0409
11.4500,0.0000,0.0000,0.0000,-0.0399,-0.0399
11.4600,0.0000,0.0000,0.0000,-0.0389,-0.0389
11.4700,0.0000,0.0000,0.0000,-0.0378,-0.0378
11.4800,0.0000,0.0000,0.0000,-0.0368,-0.0368
11.4900,0.0000,0.0000,0.0000,-0.0357,-0.0357
11.5000,0.0000,0.0000,0.0000,-0.0346,-0.0346
11.5100,0.0000,0.0000,0.0000,-0.0335,-0.0335
11.5200,0.0000,0.0000,0.0000,-0.0325,-0.0325
11.5300,0.0000,0.0000,0.0000,-0.0314,-0.0314
11.5400,0.0000,0.0000,0.0000,-0.0303,-0.0303
11.5500,0.0000,0.0000,0.0000,-0.0292,-0.0292
11.5600,0.0000,0.0000,0.0000,-0.0280,-0.0280
11.5700,0.0000,0.0000,0.0000,-0.0269,-0.0269
11.5800,0.0000,0.0000,0.0000,-0.0258,-0.0258
11.5900,0.0000,0.0000,0.0000,-0.0247,-0.0247
11.6000,0.0000,0.0000,0.0000,-0.0236,-0.0236
11.6100,0.0000,0.0000,0.0000,-0.0224,-0.0224
11.6200,0.0000,0.0000,0.0000,-0.0213,-0.0213
11.6300,0.0000,0.0000,0.0000,-0.0202,-0.0202
11.6400,0.0000,0.0000,0.0000,-0.0190,-0.0190
11.6500,0.0000,0.0000,0.0000,-0.0179,-0.0179
11.6600,0.0000,0.0000,0.0000,-0.0167,-0.0167
11.6700,0.0000,0.0000,0.0000,-0.0156,-0.0156
11.6800,0.0000,0.0000,0.0000,-0.0144,-0.0144
11.6900,0.0000,0.0000,0.0000,-0.0133,-0.0133
11.7000,0.0000,0.0000,0.0000,-0.0122,-0.0122
11.7100,0.0000,0.0000,0.0000,-0.0110,-0.0110
11.7200,0.0000,0.0000,0.0000,-0.0099,-0.0099
11.7300,0.0000,0.0000,0.0000,-0.0087,-0.0087
11.7400,0.0000,0.0000,0.0000,-0.0076,-0.0076
11.7500,0.0000,0.0000,0.0000,-0.0065,-0.0065
11.7600,0.0000,0.0000,0.0000,-0.0053,-0.0053
11.7700,0.0000,0.0000,0.0000,-0.0042,-0.0042
11.7800,0.0000,0.0000,0.0000,-0.0031,-0.0031
11.7900,0.0000,0.0000,0.0000,-0.0019,-0.0019
11.8000,0.0000,0.0000,0.0000,-0.0008,-0.0008
11.8100,0.0000,0.0000,0.0000,0.0003,0.0003
11.8200,0.0000,0.0000,-0.0000,0.0014,0.0014
11.8300,0.0000,0.0000,-0.0000,0.0025,0.0025
11.8400,0.0000,0.0000,-0.0000,0.0036,0.0036
11.8500,0.0000,0.0000,-0.0000,0.0047,0.0047
11.8600,0.0000,0.0000,-0.0000,0.0058,0.0058
11.8700,0.0000,0.0000,-0.0000,0.0068,0.0068
11.8800,0.0000,0.0000,-0.0000,0.0079,0.0079
11.8900,0.0000,0.0000,-0.0000,0.0090,0.0090
11.9000,0.0000,0.0000,-0.0000,0.0100,0.0100
11.9100,0.0000,0.0000,-0.0000,0.0111,0.0111
11.9200,0.0000,0.0000,-0.0000,0.0121,0.0121
11.9300,0.0000,0.0000,-0.0000,0.0131,0.0131
11.9400,0.0000,0.0000,-0.0000,0.0141,0.0141
11.9500,0.0000,0.0000,-0.0000,0.0151,0.0151
11.9600,0.0000,0.0000,-0.0000,0.0161,0.0161
11.9700,0.0000,0.0000,-0.0000,0.0171,0.0171
11.9800,0.0000,0.0000,-0.0000,0.0181,0.0181
11.9900,0.0000,0.0000,-0.0000,0.0191,0.0191
12.0000,0.0000,0.0000,-0.0000,0.0200,0.0200
12.0100,0.0000,0.0000,-0.0000,0.0209,0.0209
12.0200,0.0000,0.0000,-0.0000,0.0219,0.0219
12.0300,0.0000,0.0000,-0.0000,0.0228,0.0228
12.0400,0.0000,0.0000,-0.0000,0.0237,0.0237
12.0500,0.0000,0.0000,-0.0000,0.0246,0.0246
12.0600,0.0000,0.0000,-0.0000,0.0254,0.0254
12.0700,0.0000,0.0000,-0.0000,0.0263,0.0263
12.0800,0.0000,0.0000,-0.0000,0.0271,0.0271
12.0900,0.0000,0.0000,-0.0000,0.0279,0.0279
12.1000,0.0000,0.0000,-0.0000,0.0288,0.0288
12.1100,0.0000,0.0000,-0.0000,0.0295,0.0295
12.1200,0.0000,0.0000,-0.0000,0.0303,0.0303
12.1300,0.0000,0.0000,-0.0000,0.0311,0.0311
12.1400,0.0000,0.0000,-0.0000,0.0318,0.0318
12.1500,0.0000,0.0000,-0.0000,0.0326,0.0326
12.1600,0.0000,0.0000,-0.0000,0.0333,0.0333
12.1700,0.0000,0.0000,-0.0000,0.0340,0.0340
12.1800,0.0000,0.0000,-0.0000,0.0346,0.0346
12.1900,0.0000,0.0000,-0.0000,0.0353,0.0353
12.2000,0.0000,0.0000,-0.0000,0.0359,0.0359
12.2100,0.0000,0.0000,-0.0000,0.0366,0.0366
12.2200,0.0000,0.0000,-0.0000,0.0372,0.0372
12.2300,0.0000,0.0000,-0.0000,0.0378,0.0378
12.2400,0.0000,0.0000,-0.0000,0.0383,0.0383
12.2500,0.0000,0.0000,-0.0000,0.0389,0.0389
12.2600,0.0000,0.0000,-0.0000,0.0394,0.0394
12.2700,0.0000,0.0000,-0.0000,0.0399,0.0399
12.2800,0.0000,0.0000,-0.0000,0.0404,0.0404
12.2900,0.0000,0.0000,-0.0000,0.0408,0.0408
12.3000,-0.0000,-0.0000,-0.0000,0.0413,0.0413
12.3100,-0.0000,-0.0000,-0.0000,0.0417,0.0417
12.3200,-0.0000,-0.0000,-0.0000,0.0421,0.0421
12.3300,-0.0000,-0.0000,-0.0000,0.0425,0.0425
12.3400,-0.0000,-0.0000,-0.0000,0.0429,0.0429
12.3500,-0.0000,-0.0000,-0.0000,0.0432,0.0432
12.3600,-0.0000,-0.0000,-0.0000,0.0435,0.0435
12.3700,-0.0000,-0.0000,-0.0000,0.0438,0.0438
12.3800,-0.0000,-0.0000,-0.0000,0.0441,0.0441
12.3900,-0.0000,-0.0000,-0.0000,0.0443,0.0443
12.4000,-0.0000,-0.0000,-0.0000,0.0446,0.0446
12.4100,-0.0000,-0.0000,-0.0000,0.0448,0.0448
12.4200,-0.0000,-0.0000,-0.0000,0.0449,0.0449
12.4300,-0.0000,-0.0000,-0.0000,0.0451,0.0451
12.4400,-0.0000,-0.0000,-0.0000,0.0452,0.0452
12.4500,-0.0000,-0.0000,-0.0000,0.0454,0.0454
12.4600,-0.0000,-0.0000,-0.0000,0.0454,0.0454
12.4700,-0.0000,-0.0000,-0.0000,0.0455,0.0455
12.4800,-0.0000,-0.0000,-0.0000,0.0456,0.0456
12.4900,-0.0000,-0.0000,-0.0000,0.0456,0.0456
12.5000,-0.0000,-0.0000,-0.0000,0.0456,0.0456
12.5100,-0.0000,-0.0000,-0.0000,0.0455,0.0455
12.5200,-0.0000,-0.0000,-0.0000,0.0455,0.0455
12.5300,-0.0000,-0.0000,-0.0000,0.0454,0.0454
12.5400,-0.0000,-0.0000,-0.0000,0.0453,0.0453
12.5500,-0.0000,-0.0000,-0.0000,0.0452,0.0452
12.5600,-0.0000,-0.0000,-0.0000,0.0450,0.0450
12.5700,-0.0000,-0.0000,-0.0000,0.0449,0.0449
12.5800,-0.0000,-0.0000,-0.0000,0.0447,0.0447
12.5900,-0.0000,-0.0000,-0.0000,0.0445,0.0445
12.6000,-0.0000,-0.0000,-0.0000,0.0442,0.0442
12.6100,-0.0000,-0.0000,-0.0000,0.0439,0.0439
12.6200,-0.0000,-0.0000,-0.0000,0.0436,0.0436
12.6300,-0.0000,-0.0000,-0.0000,0.0433,0.0433
12.6400,-0.0000,-0.0000,-0.0000,0.0430,0.0430
12.6500,-0.0000,-0.0000,-0.0000,0.0426,0.0426
12.6600,-0.0000,-0.0000,-0.0000,0.0422,0.0422
12.6700,-0.0000,-0.0000,-0.0000,0.0418,0.0418
12.6800,-0.0000,-0.0000,-0.0000,0.0414,0.0414
12.6900,-0.0000,-0.0000,-0.0000,0.0409,0.0409
12.7000,-0.0000,-0.0000,-0.0000,0.0404,0.0404
12.7100,-0.0000,-0.0000,-0.0000,0.0399,0.0399
12.7200,-0.0000,-0.0000,-0.0000,0.0394,0.0394
12.7300,-0.0000,-0.0000,-0.0000,0.0388,0.0388
12.7400,-0.0000,-0.0000,-0.0000,0.0383,0.0383
12.7500,-0.0000,-0.0000,-0.0000,0.0376,0.0376
12.7600,-0.0000,-0.0000,-0.0000,0.0370,0.0370
12.7700,-0.0000,-0.0000,-0.0000,0.0364,0.0364
12.7800,-0.0000,-0.0000,-0.0000,0.0357,0.0357
12.7900,-0.0000,-0.0000,-0.0000,0.0350,0.0350
12.8000,-0.0000,-0.0000,-0.0000,0.0343,0.0343
12.8100,-0.0000,-0.0000,-0.0000,0.0335,0.0335
12.8200,-0.0000,-0.0000,0.0000,0.0327,0.0327
12.8300,-0.0000,-0.0000,0.0000,0.0320,0.0320
12.8400,-0.0000,-0.0000,0.0000,0.0311,0.0311
12.8500,-0.0000,-0.0000,0.0000,0.0303,0.0303
12.8600,-0.0000,-0.0000,0.0000,0.0294,0.0294
12.8700,-0.0000,-0.0000,0.0000,0.0286,0.0286
12.8800,-0.0000,-0.0000,0.0000,0.0277,0.0277
12.8900,-0.0000,-0.0000,0.0000,0.0267,0.0267
12.9000,-0.0000,-0.0000,0.0000,0.0258,0.0258
12.9100,-0.0000,-0.0000,0.0000,0.0248,0.0248
12.9200,-0.0000,-0.0000,0.0000,0.0238,0.0238
12.9300,-0.0000,-0.0000,0.0000,0.0228,0.0228
12.9400,-0.0000,-0.0000,0.0000,0.0218,0.0218
12.9500,-0.0000,-0.0000,0.0000,0.0207,0.0207
12.9600,-0.0000,-0.0000,0.0000,0.0196,0.0196
12.9700,-0.0000,-0.0000,0.0000,0.0186,0.0186
12.9800,-0.0000,-0.0000,0.0000,0.0174,0.0174
12.9900,-0.0000,-0.0000,0.0000,0.0163,0.0163
13.0000,-0.0000,-0.0000,0.0000,0.0151,0.0151
13.0100,-0.0000,-0.0000,0.0000,0.0140,0.0140
13.0200,-0.0000,-0.0000,0.0000,0.0128,0.0128
13.0300,-0.0000,-0.0000,0.0000,0.0116,0.0116
13.0400,-0.0000,-0.0000,0.0000,0.0103,0.0103
13.0500,-0.0000,-0.0000,0.0000,0.0091,0.0091
13.0600,-0.0000,-0.0000,0.0000,0.0078,0.0078
13.0700,-0.0000,-0.0000,0.0000,0.0065,0.0065
13.0800,-0.0000,-0.0000,0.0000,0.0052,0.0052
13.0900,-0.0000,-0.0000,0.0000,0.0039,0.0039
13.1000,-0.0000,-0.0000,0.0000,0.0026,0.0026
13.1100,-0.0000,-0.0000,0.0000,0.0012,0.0012
13.1200,-0.0000,-0.0000,0.0000,-0.0002,-0.0002
13.1300,-0.0000,-0.0000,0.0000,-0.0015,-0.0015
13.1400,-0.0000,-0.0000,0.0000,-0.0029,-0.0029
13.1500,-0.0000,-0.0000,0.0000,-0.0044,-0.0044
13.1600,-0.0000,-0.0000,0.0000,-0.0058,-0.0058
13.1700,-0.0000,-0.0000,0.0000,-0.0072,-0.0072
13.1800,-0.0000,-0.0000,0.0000,-0.0087,-0.0087
13.1900,-0.0000,-0.0000,0.0000,-0.0102,-0.0102
13.2000,-0.0000,-0.0000,0.0000,-0.0117,-0.0117
13.2100,-0.0000,-0.0000,0.0000,-0.0132,-0.0132
13.2200,-0.0000,-0.0000,0.0000,-0.0147,-0.0147
13.2300,-0.0000,-0.0000,0.0000,-0.0162,-0.0162
13.2400,-0.0000,-0.0000,0.0000,-0.0178,-0.0178
13.2500,-0.0000,-0.0000,0.0000,-0.0193,-0.0193
13.2600,-0.0000,-0.0000,0.0000,-0.0209,-0.0209
13.2700,-0.0000,-0.0000,0.0000,-0.0225,-0.0225
13.2800,-0.0000,-0.0000,0.0000,-0.0240,-0.0240
13.2900,-0.0000,-0.0000,0.0000,-0.0256,-0.0256
13.3000,0.0000,0.0000,0.0000,-0.0272,-0.0273
13.3100,0.0000,0.0000,0.0000,-0.0289,-0.0289
13.3200,0.0000,0.0000,0.0000,-0.0305,-0.0305
13.3300,0.0000,0.0000,0.0000,-0.0321,-0.0321
13.3400,0.0000,0.0000,0.0000,-0.0338,-0.0338
13.3500,0.0000,0.0000,0.0000,-0.0354,-0.0354
13.3600,0.0000,0.0000,0.0000,-0.0371,-0.0371
13.3700,0.0000,0.0000,0.0000,-0.0388,-0.0388
13.3800,0.0000,0.0000,0.0000,-0.0404,-0.0404
13.3900,0.0000,0.0000,0.0000,-0.0421,-0.0421
13.4000,0.0000,0.0000,0.0000,-0.0438,-0.0438
13.4100,0.0000,0.0000,0.0000,-0.0455,-0.0455
13.4200,0.0000,0.0000,0.0000,-0.0472,-0.0472
13.4300,0.0000,0.0000,0.0000,-0.0489,-0.0489
13.4400,0.0000,0.0000,0.0000,-0.0506,-0.0506
13.4500,0.0000,0.0000,0.0000,-0.0523,-0.0523
13.4600,0.0000,0.0000,0.0000,-0.0540,-0.0540
13.4700,0.0000,0.0000,0.0000,-0.0558,-0.0558
13.4800,0.0000,0.0000,0.0000,-0.0575,-0.0575
13.4900,0.0000,0.0000,0.0000,-0.0592,-0.0592
13.5000,0.0000,0.0000,0.0000,-0.0609,-0.0609
13.5100,0.0000,0.0000,0.0000,-0.0627,-0.0627
13.5200,0.0000,0.0000,0.0000,-0.0644,-0.0644
13.5300,0.0000,0.0000,0.0000,-0.0661,-0.0661
13.5400,0.0000,0.0000,0.0000,-0.0678,-0.0679
13.5500,0.0000,0.0000,0.0000,-0.0696,-0.0696
13.5600,0.0000,0.0000,0.0000,-0.0713,-0.0713
13.5700,0.0000,0.0000,0.0000,-0.0730,-0.0730
13.5800,0.0000,0.0000,0.0000,-0.0748,-0.0748
13.5900,0.0000,0.0000,0.0000,-0.0765,-0.0765
13.6000,0.0000,0.0000,0.0000,-0.0782,-0.0782
13.6100,0.0000,0.0000,0.0000,-0.0799,-0.0799
13.6200,0.0000,0.0000,0.0000,-0.0816,-0.0817
13.6300,0.0000,0.0000,0.0000,-0.0834,-0.0834
13.6400,0.0000,0.0000,0.0000,-0.0851,-0.0851
13.6500,0.0000,0.0000,0.0000,-0.0868,-0.0868
13.6600,0.0000,0.0000,0.0000,-0.0885,-0.0885
13.6700,0.0000,0.0000,0.0000,-0.0902,-0.0902
13.6800,0.0000,0.0000,0.0000,-0.0918,-0.0918
13.6900,0.0000,0.0000,0.0000,-0.0935,-0.0935
13.7000,0.0000,0.0000,0.0000,-0.0952,-0.0952
13.7100,0.0000,0.0000,0.0000,-0.0969,-0.0969
13.7200,0.0000,0.0000,0.0000,-0.0985,-0.0985
13.7300,0.0000,0.0000,0.0000,-0.1002,-0.1002
13.7400,0.0000,0.0000,0.0000,-0.1018,-0.1018
13.7500,0.0000,0.0000,0.0000,-0.1034,-0.1034
13.7600,0.0000,0.0000,0.0000,-0.1051,-0.1051
13.7700,0.0000,0.0000,0.0000,-0.1067,-0.1067
13.7800,0.0000,0.0000,0.0000,-0.1083,-0.1083
13.7900,0.0000,0.0000,0.0000,-0.1099,-0.1099
13.8000,0.0000,0.0000,0.0000,-0.1114,-0.1114
13.8100,0.0000,0.0000,0.0000,-0.1130,-0.1130
13.8200,0.0000,0.0000,-0.0000,-0.1146,-0.1146
13.8300,0.0000,0.0000,-0.0000,-0.1161,-0.1161
13.8400,0.0000,0.0000,-0.0000,-0.1176,-0.1176
13.8500,0.0000,0.0000,-0.0000,-0.1191,-0.1191
13.8600,0.0000,0.0000,-0.0000,-0.1206,-0.1207
13.8700,0.0000,0.0000,-0.0000,-0.1221,-0.1221
13.8800,0.0000,0.0000,-0.0000,-0.1236,-0.1236
13.8900,0.0000,0.0000,-0.0000,-0.1251,-0.1251
13.9000,0.0000,0.0000,-0.0000,-0.1265,-0.1265
13.9100,0.0000,0.0000,-0.0000,-0.1279,-0.1279
13.9200,0.0000,0.0000,-0.0000,-0.1293,-0.1293
13.9300,0.0000,0.0000,-0.0000,-0.1307,-0.1307
13.9400,0.0000,0.0000,-0.0000,-0.1321,-0.1321
13.9500,0.0000,0.0000,-0.0000,-0.1335,-0.1335
13.9600,0.0000,0.0000,-0.0000,-0.1348,-0.1348
13.9700,0.0000,0.0000,-0.0000,-0.1361,-0.1361
13.9800,0.0000,0.0000,-0.0000,-0.1374,-0.1374
13.9900,0.0000,0.0000,-0.0000,-0.1387,-0.1387
14.0000,0.0000,0.0000,-0.0000,-0.1400,-0.1400
14.0100,0.0000,0.0000,-0.0000,-0.1412,-0.1412
14.0200,0.0000,0.0000,-0.0000,-0.1425,-0.1425
14.0300,0.0000,0.0000,-0.0000,-0.1437,-0.1437
14.0400,0.0000,0.0000,-0.0000,-0.1449,-0.1449
14.0500,0.0000,0.0000,-0.0000,-0.1460,-0.1460
14.0600,0.0000,0.0000,-0.0000,-0.1472,-0.1472
14.0700,0.0000,0.0000,-0.0000,-0.1483,-0.1483
14.0800,0.0000,0.0000,-0.0000,-0.1494,-0.1494
14.0900,0.0000,0.0000,-0.0000,-0.1505,-0.1504
14.1000,0.0000,0.0000,-0.0000,-0.1515,-0.1515
14.1100,0.0000,0.0000,-0.0000,-0.1525,-0.1525
14.1200,0.0000,0.0000,-0.0000,-0.1536,-0.1535
14.1300,0.0000,0.0000,-0.0000,-0.1545,-0.1545
14.1400,0.0000,0.0000,-0.0000,-0.1555,-0.1555
14.1500,0.0000,0.0000,-0.0000,-0.1564,-0.1564
14.1600,0.0000,0.0000,-0.0000,-0.1573,-0.1573
14.1700,0.0000,0.0000,-0.0000,-0.1582,-0.1582
14.1800,0.0000,0.0000,-0.0000,-0.1591,-0.1590
14.1900,0.0000,0.0000,-0.0000,-0.1599,-0.1599
14.2000,0.0000,0.0000,-0.0000,-0.1607,-0.1607
14.2100,0.0000,0.0000,-0.0000,-0.1615,-0.1615
14.2200,0.0000,0.0000,-0.0000,-0.1623,-0.1622
14.2300,0.0000,0.0000,-0.0000,-0.1630,-0.1629
14.2400,0.0000,0.0000,-0.0000,-0.1637,-0.1636
14.2500,0.0000,0.0000,-0.0000,-0.1644,-0.1643
